UserEmail,POL,LINK,MINA,USDT,ETH,AVX,USDC
lisa.jones29@protonmail.com,44010.12,31544.06,39105.42,32887.01,4811.13,48376.45,20333.56
sarah.williams81@gmail.com,17414.19,38066.66,10903.22,16728.8,2085.89,35972.09,26139.11
sarah.wilson17@yahoo.com,25226.93,7784.82,39248.55,44305.21,44048.02,42616.43,36376.79
emily.garcia11@yahoo.com,22788.18,40072.88,10219.62,1134.75,16370.17,9624.95,2263.87
chris.garcia91@outlook.com,38456.41,49163.59,35308.35,10545.41,4693.43,22704.98,8451.34
alex.williams7@gmail.com,17358.76,15484.51,43902.72,44405.57,16492.45,6940.41,13791.02
jane.brown50@gmail.com,18136.04,25868.87,31434.27,12164.82,32734.8,21988.61,22323.8
robert.garcia71@yahoo.com,38379.18,10842.31,37339.06,9917.91,16052.39,27557.06,19398.07
michael.brown58@yahoo.com,48147.19,17483.4,37725.34,5676.14,48522.5,6438.89,3823.46
jane.johnson52@gmail.com,29089.45,34553.05,33242.93,43344.75,420.26,15005.83,37071.1
david.davis96@gmail.com,7331.78,14972.81,49337.39,39580.07,24412.04,27602.19,39499.57
jane.johnson57@protonmail.com,14068.35,8761.47,24812.62,11077.17,34125.78,20977.69,48188.45
robert.brown75@outlook.com,49300.77,36185.79,13836.47,22648.28,12846.4,21828.7,19084.68
david.williams94@outlook.com,27503.77,47144.51,25592.34,25212.28,9565.57,27541.14,41563.83
chris.brown6@gmail.com,319.47,40577.12,44071.02,38865.76,27682.58,25551.66,36774.63
david.smith19@outlook.com,11686.67,21833.61,6201.37,10349.45,18492.34,12953.91,39025.34
jane.rodriguez18@gmail.com,8960.57,19836.77,36884.61,422.84,7613.81,2618.63,17783.57
emily.smith87@outlook.com,13666.45,31610.0,38749.49,20254.14,20218.79,33449.61,39444.69
david.davis32@outlook.com,13069.63,16460.68,48925.98,47977.61,18174.93,27156.49,9893.39
sarah.smith88@outlook.com,23196.1,8130.98,42035.64,25784.58,2665.19,37824.01,19364.6
lisa.brown12@outlook.com,45532.3,24662.43,31519.91,43793.43,18334.75,29793.44,14515.59
chris.johnson34@outlook.com,2707.39,41349.8,29583.43,19846.96,36724.7,37431.7,2636.35
robert.brown20@gmail.com,15751.89,9792.18,43898.28,23637.47,1328.1,36950.94,1613.12
robert.jones71@protonmail.com,22044.38,38596.24,507.31,30877.62,40227.23,37186.7,36273.96
alex.johnson89@outlook.com,43670.19,3677.53,1932.8,13394.77,18000.34,34207.3,43942.92
jane.brown93@gmail.com,30548.39,10711.01,23464.59,31841.74,21021.66,22212.7,36173.92
robert.brown11@protonmail.com,2737.19,28888.72,12895.09,11519.67,2735.81,25525.42,17485.46
emily.garcia92@outlook.com,35919.83,32527.47,77.42,37175.5,8249.87,10131.6,24843.36
robert.miller46@yahoo.com,36531.06,8024.23,40080.53,48160.69,26613.32,42283.38,29329.31
david.wilson47@outlook.com,49568.54,822.45,29794.46,9443.06,26920.4,24762.17,14167.55
emily.garcia50@yahoo.com,12797.04,16276.19,25366.95,35573.7,16987.47,19675.55,39178.6
david.johnson13@protonmail.com,26427.25,49093.67,10891.36,24801.53,34476.54,30420.16,30190.89
chris.brown40@yahoo.com,43439.7,22305.43,32125.97,13827.22,27134.04,18930.08,24160.42
john.jones25@protonmail.com,12996.0,33123.45,16025.57,21496.87,9467.12,49769.36,32531.48
john.brown8@outlook.com,41567.67,26923.23,32419.03,45470.72,19852.93,6248.46,17860.5
jane.rodriguez36@yahoo.com,5771.9,16412.08,47292.76,35318.85,11512.89,30303.99,42952.3
sarah.jones9@outlook.com,8632.53,41118.61,13600.63,43891.97,29653.67,12812.05,15051.32
john.williams83@gmail.com,35506.08,49510.31,4858.85,14432.06,33572.12,21229.55,32144.52
david.wilson81@protonmail.com,27025.84,30584.58,8412.84,27607.52,14566.09,45441.74,42667.2
chris.garcia71@yahoo.com,19015.96,46161.73,44895.71,48384.22,22128.72,6627.63,39821.39
david.williams45@outlook.com,5726.85,42127.83,30736.17,8744.7,18080.89,23529.46,2459.33
jane.jones1@gmail.com,11873.21,7423.21,27948.83,22821.19,19675.01,28547.1,12229.15
alex.wilson49@protonmail.com,40844.98,6527.53,34030.1,39618.33,17830.94,27329.73,33673.08
lisa.wilson65@protonmail.com,30792.36,20939.73,26664.68,20493.63,48964.48,39771.72,199.32
jane.wilson37@protonmail.com,1259.52,42165.28,29500.25,34957.48,9202.27,37186.93,7964.07
jane.brown24@outlook.com,39940.35,25806.1,39306.31,27919.76,4070.62,45206.91,29122.96
alex.williams34@protonmail.com,7150.39,40271.56,11785.23,43719.98,34217.93,38553.96,14496.28
sarah.brown55@yahoo.com,49769.62,18395.91,49897.97,7921.65,19867.73,6881.91,47709.59
alex.garcia96@protonmail.com,868.21,36726.54,27821.84,32808.89,594.85,14871.8,34180.17
lisa.garcia74@gmail.com,15259.59,22339.17,49445.24,10104.69,4771.53,32135.92,18922.18
lisa.jones63@yahoo.com,21890.02,18837.65,13690.7,22483.3,4987.28,46098.07,40485.93
alex.williams91@protonmail.com,3573.4,33526.13,14049.26,12100.12,37187.8,11765.71,22167.27
robert.brown90@yahoo.com,14475.51,37252.35,42571.47,6002.23,15913.76,3907.87,27330.77
robert.brown61@gmail.com,47721.06,1527.38,49328.82,14972.21,30401.59,37016.16,19125.61
alex.johnson80@gmail.com,21221.27,13990.01,41523.62,24671.51,14702.07,35831.63,8110.14
michael.brown33@yahoo.com,24859.66,33500.99,20012.31,19578.08,26646.82,13782.84,11990.43
alex.davis65@protonmail.com,20891.32,8628.6,19592.99,411.6,49662.71,2352.19,4476.77
sarah.jones84@yahoo.com,17914.72,22495.08,15893.1,8538.27,586.9,27456.78,10106.11
chris.wilson21@outlook.com,17364.22,25238.48,40209.91,33728.52,42607.41,37422.93,17165.03
john.garcia49@outlook.com,10536.62,10422.74,8675.85,8459.9,24493.25,44989.14,38242.03
sarah.miller62@outlook.com,41325.63,17191.82,28889.23,38180.36,19641.21,1292.36,10785.21
michael.johnson27@protonmail.com,36836.68,37965.76,8887.52,32634.1,37548.38,35139.68,144.59
david.jones26@gmail.com,39879.78,30936.75,260.63,49840.75,3657.8,7551.06,40067.43
sarah.miller22@protonmail.com,42861.1,4559.31,49325.67,2781.25,35949.84,49985.58,3828.63
chris.johnson4@gmail.com,2317.47,3932.94,10084.0,18374.99,10349.41,3356.52,25011.55
john.davis12@outlook.com,26944.24,25604.09,45101.1,25422.83,32612.93,27079.43,42195.21
david.rodriguez11@gmail.com,32192.48,15854.43,32145.72,23367.11,11173.16,17407.07,45301.71
robert.rodriguez54@gmail.com,12520.69,12872.36,15909.89,7842.87,33056.9,43438.02,23359.28
jane.williams49@yahoo.com,25575.02,15775.79,23105.94,35118.98,7660.53,36454.9,9990.46
jane.smith55@protonmail.com,2984.23,40968.55,2701.67,27369.7,33672.08,1898.17,14681.24
john.jones94@protonmail.com,6430.32,22453.39,23076.15,6037.68,36016.89,21702.29,13208.13
david.smith11@gmail.com,7801.5,11860.77,21911.27,552.23,45654.11,49515.8,304.0
sarah.rodriguez70@outlook.com,16385.84,10653.23,30969.82,29756.71,40419.15,49870.21,49980.67
david.johnson26@protonmail.com,42142.26,27931.64,44900.52,9498.87,26894.94,47226.05,6825.67
chris.jones61@outlook.com,49238.88,35145.0,10843.63,16696.89,34420.89,2638.66,568.19
sarah.jones35@gmail.com,30442.97,32503.66,36933.86,8117.37,40990.35,5042.2,2480.28
jane.smith46@protonmail.com,39260.95,16222.38,19424.56,32471.36,34860.64,18603.07,36733.72
john.wilson82@gmail.com,46724.22,8727.27,24310.38,8676.33,48615.77,39955.79,45091.94
emily.wilson3@gmail.com,6057.99,22155.87,447.98,5429.7,24395.97,38547.35,7759.66
david.rodriguez80@outlook.com,21144.83,5684.71,18731.6,25018.3,21237.14,11963.76,11602.63
emily.jones35@gmail.com,47547.76,13470.33,14996.6,33183.7,48383.07,30409.51,24100.1
sarah.jones60@gmail.com,23876.54,43463.66,37239.14,24031.58,37432.27,14557.11,3310.55
emily.williams30@gmail.com,28385.45,1746.61,12526.16,46916.84,45671.01,4527.99,47417.15
michael.johnson82@gmail.com,3516.27,28010.53,15783.99,44341.64,15962.64,12983.58,39444.71
chris.wilson84@gmail.com,23359.55,28170.67,205.64,11258.83,15782.15,13715.54,43048.3
robert.davis47@outlook.com,32003.68,38108.75,11446.93,45223.02,25094.72,5992.93,45841.68
david.davis52@yahoo.com,12672.83,7629.72,43712.64,21506.39,47665.84,11125.21,297.45
lisa.wilson14@protonmail.com,43727.77,19930.16,7245.73,13631.84,10631.64,18787.55,39089.87
lisa.davis37@gmail.com,31480.11,25971.54,14810.77,30671.05,3867.16,31683.56,38410.18
chris.wilson58@outlook.com,2333.7,47616.84,35585.83,16036.88,2713.95,14551.88,18109.0
emily.smith17@yahoo.com,7675.98,34401.06,41486.93,15477.23,38990.56,43984.3,1284.66
david.miller41@gmail.com,37813.62,10051.35,8333.43,48167.34,7505.81,12949.12,31340.49
john.brown22@outlook.com,11878.25,21616.16,28250.8,46068.18,25896.39,44380.77,42875.08
alex.smith23@outlook.com,37451.0,39721.68,145.19,6045.67,103.2,6326.91,12113.36
lisa.johnson76@yahoo.com,20380.83,38437.46,18971.05,5368.15,39917.08,41616.96,10654.39
jane.davis73@protonmail.com,25469.66,44291.14,8135.18,12636.79,18450.23,37807.42,25057.96
emily.brown48@outlook.com,38295.36,16014.52,37383.88,23809.11,39478.24,1488.75,21645.74
david.smith90@yahoo.com,49737.96,20398.88,2723.06,44425.3,34699.21,33466.21,22492.75
jane.rodriguez45@protonmail.com,2840.69,45424.52,31252.2,13105.57,25244.57,43738.82,6311.26
john.davis49@outlook.com,16855.27,44391.53,25643.62,45897.71,43077.75,27567.16,27423.76
jane.brown58@gmail.com,47419.06,47490.15,46097.95,40166.21,7759.66,8150.33,32836.71
lisa.williams18@yahoo.com,12637.4,16403.06,14549.51,18154.08,7248.34,44310.63,48182.46
sarah.jones60@outlook.com,25039.89,19017.14,19180.35,31334.43,64.65,16138.08,210.1
lisa.jones17@outlook.com,4111.59,37196.58,49665.52,23433.23,28889.89,22670.6,33840.77
alex.miller55@outlook.com,41076.98,31985.34,41043.19,21629.96,49744.47,42729.45,47400.81
lisa.davis99@protonmail.com,38460.4,3913.16,14049.32,20773.05,23675.57,43427.97,14466.76
alex.jones57@yahoo.com,17145.62,45964.53,4907.59,49272.2,27522.2,47637.1,37335.18
alex.jones84@protonmail.com,405.22,43250.16,32444.62,46478.73,3451.96,39630.4,19712.94
sarah.davis10@outlook.com,40865.7,10052.35,33585.27,47218.81,6449.38,21666.02,8772.0
emily.rodriguez61@outlook.com,46202.0,40655.7,1334.12,17438.06,19816.94,7225.25,13025.14
robert.davis50@outlook.com,32065.04,6628.84,47196.46,4654.2,37577.56,9290.21,6628.81
david.rodriguez15@yahoo.com,34328.98,34253.07,32721.09,18058.58,30438.4,32726.22,19863.5
michael.williams62@outlook.com,38579.18,6369.1,28967.41,14750.02,18404.86,29779.11,38535.79
david.garcia58@protonmail.com,7291.51,10900.16,45214.67,44715.75,47420.23,40972.15,7150.5
chris.rodriguez95@protonmail.com,4420.78,6641.1,20043.96,27405.17,8167.42,1417.89,22323.66
michael.garcia49@outlook.com,18703.18,829.48,27201.07,7388.19,34091.91,9983.76,21623.42
sarah.wilson40@outlook.com,49784.05,6946.64,29504.66,8568.73,9061.24,49027.96,24939.11
emily.miller18@yahoo.com,32648.84,15707.84,21693.56,37861.16,5332.14,10163.04,26569.05
john.davis12@yahoo.com,7705.63,6283.26,29798.95,14680.18,42466.3,10723.4,49035.15
john.rodriguez36@protonmail.com,3895.88,23312.96,5232.91,5874.32,17918.47,13619.95,3529.63
emily.williams93@protonmail.com,174.95,15456.58,10378.77,22971.47,16174.85,21486.81,15543.89
sarah.jones65@outlook.com,42017.58,26074.71,6614.16,40622.97,48055.4,34051.56,26336.93
robert.garcia7@outlook.com,37646.13,27276.62,48021.18,21536.51,35842.56,38100.67,25793.53
lisa.garcia16@protonmail.com,44675.88,6039.71,8940.93,12027.04,1644.88,11669.44,5403.12
robert.jones81@outlook.com,44342.51,29254.22,23146.8,5040.57,17788.65,40312.25,3987.62
chris.wilson76@outlook.com,6336.88,47735.31,43060.17,36664.1,7800.42,21604.21,24416.47
emily.jones74@protonmail.com,17436.7,15812.54,12970.05,41825.35,21822.05,30457.01,11038.13
jane.johnson68@protonmail.com,24028.28,32527.89,37814.39,5171.74,18692.39,45376.02,34907.15
robert.rodriguez92@outlook.com,4984.96,23690.76,4137.1,16737.29,30325.28,26662.72,39487.71
robert.jones18@gmail.com,10385.34,28240.75,8601.52,28572.89,26545.83,19251.15,39127.78
michael.garcia33@yahoo.com,46255.14,7893.29,18209.56,4561.27,4096.98,43965.89,4247.83
robert.garcia3@protonmail.com,3576.98,28271.55,17234.0,2263.45,14224.62,25992.96,28837.46
michael.johnson66@yahoo.com,26077.0,32861.39,26911.0,22093.79,42046.71,8387.5,7493.1
alex.johnson72@protonmail.com,8322.36,15128.16,32753.48,42051.91,27975.11,37501.99,35860.27
alex.davis11@outlook.com,20689.86,15183.09,38334.19,44411.77,49825.57,32650.42,7488.07
john.brown61@yahoo.com,5873.87,27780.41,42164.53,38754.47,43587.11,425.08,9418.62
david.davis78@protonmail.com,60.45,43127.89,23138.74,35882.6,29603.63,28376.37,13347.25
michael.brown16@gmail.com,49721.22,8456.01,513.49,6743.09,19412.56,34564.23,25565.0
lisa.jones30@protonmail.com,17561.98,47604.48,28639.67,39342.46,18285.42,24983.88,16177.62
robert.jones65@protonmail.com,28152.85,38309.92,2280.68,42507.67,14479.79,13660.09,30373.82
emily.williams62@protonmail.com,28692.72,27356.45,1679.93,45229.78,8495.33,31743.27,24355.96
emily.rodriguez6@protonmail.com,14161.61,10661.61,24166.86,17822.52,41280.95,20403.47,32355.28
chris.miller74@protonmail.com,13757.96,33048.08,1097.97,22890.6,23350.86,14014.91,15427.21
john.rodriguez42@gmail.com,38379.18,12240.21,7450.56,3967.35,41601.82,22688.3,26855.74
robert.johnson48@yahoo.com,39027.38,26445.6,34932.53,29323.55,1215.42,25051.36,49985.71
sarah.smith14@yahoo.com,9575.84,45117.05,16008.65,26069.42,22360.22,8081.28,45115.21
emily.wilson82@protonmail.com,49373.92,37583.19,41477.77,45667.82,49587.04,42520.78,32940.58
david.davis58@outlook.com,33925.66,38876.92,4888.44,31445.28,48882.17,40122.29,23828.79
michael.davis14@outlook.com,13620.75,32708.28,41597.26,47079.82,30595.09,28954.31,15471.3
lisa.smith2@outlook.com,9421.11,18308.48,43486.73,19076.78,26381.06,11613.95,16498.16
robert.wilson38@gmail.com,32658.34,31124.87,27629.5,4372.75,23159.43,17328.16,36842.8
lisa.miller82@protonmail.com,5638.64,46534.94,9461.27,15482.71,46966.05,31673.37,2665.93
alex.brown48@outlook.com,4474.01,46861.15,38738.54,46054.17,14310.24,8297.94,5553.17
john.davis99@outlook.com,15885.8,2365.5,49.22,16569.15,30766.21,45491.09,33788.38
sarah.brown74@yahoo.com,5779.8,22209.81,5714.41,15494.29,20959.2,5624.89,36575.6
michael.johnson33@protonmail.com,24212.67,4511.46,36351.74,24902.55,25490.57,18352.21,49460.2
chris.rodriguez17@yahoo.com,34261.76,17279.83,14141.05,4712.77,33574.96,43701.55,9143.3
emily.wilson88@outlook.com,13896.38,24216.67,16949.57,84.22,22211.84,31697.04,21806.02
jane.wilson60@gmail.com,48594.04,872.73,36743.94,39179.49,37384.5,26565.82,29348.93
jane.jones38@yahoo.com,5806.68,3890.02,24439.52,27478.19,12377.81,26257.89,23554.1
jane.davis65@gmail.com,32621.52,16934.63,45436.61,27589.52,38131.01,39220.52,14582.74
michael.rodriguez47@protonmail.com,13248.56,31074.89,32324.91,18940.51,32474.12,7494.42,12952.16
michael.miller62@outlook.com,41624.13,38152.83,379.86,25991.22,29884.47,45011.23,59.74
john.brown92@protonmail.com,42964.42,49002.5,42465.72,36664.01,45521.71,15294.05,11210.79
john.jones95@protonmail.com,31902.61,48725.15,43693.05,48922.39,14416.63,48226.82,49487.22
alex.garcia94@gmail.com,27129.68,40796.16,15326.75,40500.55,21760.59,46606.64,1330.85
emily.johnson97@protonmail.com,32819.38,43941.93,3971.58,9909.96,27783.18,34487.77,43069.43
michael.wilson4@protonmail.com,40134.93,23959.49,28157.14,900.44,33123.91,17386.71,26177.53
chris.garcia6@protonmail.com,18183.37,1723.86,3971.77,8195.28,9988.93,11469.27,12413.58
chris.davis47@gmail.com,1223.25,39681.08,23826.23,36146.41,26273.07,30852.45,23152.94
chris.brown33@gmail.com,30104.98,21324.64,48595.83,231.22,7704.17,41006.93,14665.69
robert.williams80@gmail.com,41012.75,48691.86,30721.95,33221.23,25843.5,36958.32,15261.56
sarah.smith2@protonmail.com,5709.7,41266.78,4969.24,36535.21,18186.31,25039.65,28891.15
john.rodriguez56@protonmail.com,31647.79,35881.14,1351.49,49698.04,43779.04,24031.33,48482.01
emily.johnson37@outlook.com,39263.94,18066.29,23567.22,48697.4,42805.3,18564.7,25110.49
sarah.wilson28@gmail.com,17281.43,31526.04,14500.73,44294.53,42358.01,33005.12,15727.84
jane.williams39@protonmail.com,27467.34,10337.97,11759.01,28393.99,25106.29,40811.6,29244.36
robert.miller62@gmail.com,29645.22,33512.67,817.53,12964.26,11088.27,37024.71,4586.93
robert.williams69@gmail.com,41122.77,4746.24,5671.97,3366.86,19146.02,27288.26,48252.21
john.davis10@outlook.com,40484.19,35926.77,19084.93,31528.12,49515.66,8069.27,22205.24
sarah.miller35@protonmail.com,48429.06,49307.72,2541.58,9829.72,44915.87,26054.19,21907.96
michael.garcia45@gmail.com,41360.09,27137.43,31743.9,1589.18,24141.83,37187.69,45611.46
david.jones16@gmail.com,23197.62,13673.75,5856.22,7047.67,26126.27,16785.72,30073.78
robert.jones83@outlook.com,11650.25,47568.6,2458.64,33246.19,9746.89,46842.15,34582.03
jane.miller36@outlook.com,1334.63,13606.25,9313.52,15960.76,19925.54,41355.81,1801.74
alex.smith70@protonmail.com,10816.74,13381.07,22337.83,166.88,35059.52,21477.49,4211.85
alex.davis24@outlook.com,32225.36,29272.61,3137.8,12323.57,42026.93,24976.53,10274.59
lisa.garcia29@outlook.com,38792.55,17244.23,6058.91,12448.39,42502.15,42670.83,35671.42
michael.miller97@protonmail.com,28107.38,18409.49,27210.41,24128.34,7877.46,37324.86,28247.59
robert.williams20@protonmail.com,16733.83,29678.59,1827.42,6868.94,1144.89,12309.39,1067.26
sarah.williams77@gmail.com,31787.06,30347.92,29014.5,42119.56,28039.05,25613.08,16585.66
alex.rodriguez84@outlook.com,4587.2,40844.94,24056.81,1726.95,30210.59,17278.56,26314.83
robert.brown58@yahoo.com,2027.99,5672.01,15719.03,40217.04,8300.44,18811.27,24059.39
sarah.williams79@outlook.com,33212.69,40570.64,647.09,7841.32,10120.43,2108.79,35148.14
jane.wilson60@gmail.com,28402.74,31195.78,22935.61,44524.53,34259.44,47741.45,28706.79
john.smith88@yahoo.com,6611.51,47313.2,10836.24,42318.56,36957.97,27635.41,33232.86
lisa.wilson18@protonmail.com,8448.42,48777.0,15187.96,19328.94,11190.19,48406.37,39679.24
michael.jones54@gmail.com,42373.49,34025.89,4264.62,29194.52,9691.43,2468.09,15310.7
lisa.johnson61@yahoo.com,34788.25,34989.08,30261.74,20091.22,16526.59,31817.59,11228.49
sarah.johnson74@outlook.com,27149.61,16355.46,30063.44,43716.17,28111.08,4290.21,44049.62
emily.rodriguez46@yahoo.com,38054.29,41165.06,49100.77,33675.13,9246.43,3820.14,34665.3
jane.garcia41@protonmail.com,25761.09,3984.85,24756.49,48188.96,49823.4,46440.63,42606.04
david.johnson2@outlook.com,48221.66,30342.76,19632.17,39100.99,39278.13,23671.02,1105.16
chris.wilson58@outlook.com,14959.13,16831.98,1379.94,49922.04,36452.62,14597.49,45354.8
robert.brown27@protonmail.com,47838.69,23181.57,49432.65,48750.76,10656.96,39917.01,13248.61
sarah.brown96@gmail.com,37692.88,41018.85,12449.19,13742.92,46873.92,25652.61,38733.47
david.brown15@outlook.com,25808.3,19541.44,1225.82,31710.74,12630.4,38700.02,25107.71
jane.rodriguez97@protonmail.com,15485.16,37929.9,46279.75,39862.36,23119.16,42461.55,9863.98
emily.garcia51@gmail.com,11370.68,32403.26,47853.41,28889.21,24325.73,48222.05,14135.22
david.jones96@protonmail.com,42958.56,27612.52,24262.74,45712.51,22305.19,48400.81,18914.59
chris.garcia34@protonmail.com,15343.71,23650.5,28690.66,2954.19,24723.65,493.61,3932.31
michael.miller55@protonmail.com,26097.24,3466.49,35251.96,30008.57,12813.95,15712.36,16546.25
david.jones84@outlook.com,23562.18,38858.06,29476.02,37569.65,20162.25,12397.79,19411.51
emily.rodriguez50@yahoo.com,26194.1,27312.65,25541.43,30536.28,19463.4,13207.51,2583.14
john.wilson57@gmail.com,3777.07,2943.24,7313.79,19208.52,21370.13,45722.95,37248.49
jane.smith80@outlook.com,10793.98,29529.04,43368.63,17905.88,14278.86,8427.98,15608.95
emily.miller99@yahoo.com,36407.98,34508.01,34903.75,39173.45,34871.57,41393.61,27597.39
robert.garcia60@gmail.com,23326.06,19112.32,6125.77,4088.5,33035.54,22537.46,47637.73
robert.miller19@protonmail.com,18052.75,35800.49,23741.1,1605.76,8297.14,3698.36,31889.0
robert.brown64@outlook.com,31581.59,43093.91,20958.57,14404.18,6469.46,18757.4,46468.06
lisa.wilson57@protonmail.com,13169.45,49751.47,26506.22,33593.65,8636.55,8390.07,11934.24
robert.jones28@gmail.com,31265.42,2959.97,47125.21,35749.92,2728.36,42471.78,13734.64
david.johnson37@outlook.com,47921.25,37665.94,21085.2,9419.86,43814.34,38264.69,8521.16
emily.rodriguez12@gmail.com,29281.73,44032.56,21230.45,2755.52,42432.34,6486.02,43567.66
david.williams35@gmail.com,41997.11,15545.55,46511.83,30367.84,34890.99,43012.51,46012.47
sarah.miller68@outlook.com,37545.7,10880.77,24291.5,44570.02,14088.61,40480.63,20552.93
sarah.johnson89@gmail.com,34882.22,31076.64,49613.37,13193.92,37847.57,4594.71,39632.97
jane.miller3@protonmail.com,8525.22,23811.9,3129.19,13809.72,22082.95,32317.03,48051.46
jane.brown39@yahoo.com,37664.48,41227.39,3185.82,30796.79,49470.84,34334.89,45407.71
sarah.wilson82@gmail.com,41679.3,26918.36,8270.21,8318.86,24704.94,47333.52,18604.19
jane.jones28@yahoo.com,39273.31,2969.68,3801.39,45886.17,7901.41,10467.54,34801.23
john.miller59@outlook.com,6463.63,45561.44,27720.64,9202.35,15021.51,16204.5,13880.87
david.wilson33@protonmail.com,6129.09,6093.57,9258.53,8936.68,48343.83,37990.47,7050.92
jane.davis98@outlook.com,5557.97,19204.24,45478.36,13857.65,12306.52,16762.62,16461.1
jane.johnson10@gmail.com,40962.35,31836.45,21279.06,34762.54,48271.43,25066.73,13290.8
alex.smith64@yahoo.com,3038.09,41070.38,38691.47,36723.61,18380.06,14001.54,32316.31
lisa.miller68@protonmail.com,7302.6,24041.72,27727.28,14897.37,45396.53,161.65,7687.27
chris.wilson94@protonmail.com,47329.14,38321.31,8542.13,17873.07,5231.77,31997.74,41594.52
chris.brown17@outlook.com,7162.05,2174.74,49401.84,27668.27,47683.0,17516.21,28840.68
jane.rodriguez84@outlook.com,42443.35,12145.05,13639.14,19665.76,20236.95,27521.07,17294.01
chris.smith10@yahoo.com,45313.68,32751.21,21068.28,40557.44,5041.1,31224.6,32112.66
lisa.miller27@outlook.com,45961.28,48807.39,9649.96,3645.78,23285.79,19673.64,46047.18
chris.wilson91@yahoo.com,9427.76,28523.77,17337.22,42707.11,49191.28,11824.88,37294.41
alex.davis85@yahoo.com,14285.53,12741.71,34512.91,19240.97,32295.08,46320.25,3856.32
david.jones29@yahoo.com,32200.49,22665.52,32902.06,10160.43,30607.93,44915.97,4000.58
michael.johnson69@outlook.com,30860.76,48548.43,44028.32,45218.94,1251.87,41707.36,15416.6
chris.miller43@protonmail.com,26390.76,46111.75,7700.8,11880.02,28034.21,6652.16,24297.78
emily.johnson56@outlook.com,600.15,46520.4,40355.47,40245.04,19587.23,34280.43,10253.3
emily.miller55@gmail.com,39971.57,22742.42,40893.45,39885.54,5676.56,1017.31,25749.42
chris.williams85@gmail.com,34422.32,866.23,37400.69,4768.51,10247.25,19277.59,46720.81
john.garcia99@protonmail.com,646.33,3679.96,46145.71,22967.29,16138.38,38536.06,12543.21
michael.johnson70@yahoo.com,18647.28,37942.47,27922.01,40670.55,47012.08,43240.85,9637.98
chris.wilson41@outlook.com,13540.02,25721.93,46338.04,26222.01,22973.07,25826.83,15394.96
michael.rodriguez80@protonmail.com,5877.63,9531.01,15549.31,23062.75,24573.98,35687.62,36161.0
david.brown44@outlook.com,11397.99,37015.26,17398.1,8195.83,6763.95,13131.06,20585.72
